date,rank,artist,album,length,track_length
1978-04-15,182,Voyage,Voyage,12,223758.25
1978-04-15,183,"USA-European Connection","Come Into My Heart",6,573759.666666667
1978-04-15,184,"The Blackbyrds",Action,7,288761.714285714
1978-04-15,185,"Garland Jeffreys","One Eyed Jack",10,235710.3
1978-04-15,186,"Talking Heads","Talking Heads: 77",16,213942.0625
1978-04-15,187,"Debby Boone","You Light Up My Life",12,198186.25
1978-04-15,188,"Smokey Robinson","Love Breeze",8,278439.625
1978-04-15,189,"Paul McCartney And Wings","Wings Over America",,
1978-04-15,190,"Walter Egan","Not Shy",10,212195.7
1978-04-15,191,"Dan Hill","Hold On",10,204157.2
1978-04-15,192,Godz,Godz,10,209750.3
1978-04-15,193,Brick,Brick,34,240830.235294118
1978-04-15,194,Santana,Moonflower,16,294902.1875
1978-04-15,195,"Dave Mason","Let It Flow",10,225497.5
1978-04-15,196,"Paul Simon","Greatest Hits, Ect.",11,
1978-04-15,197,"Santa Esmeralda","Don't Let Me Be Misunderstood",7,483053.428571429
1978-04-15,198,"Jan Akkerman","Jan Akkerman",8,433938.125
1978-04-15,199,"Manfred Mann's Earth Band",Watch,11,297358.454545455
1978-04-15,200,"Shaun Cassidy","Shaun Cassidy",10,181727.2
1978-04-22,1,Soundtrack,"Saturday Night Fever",21,224416.142857143
1978-04-22,2,"Eric Clapton",Slowhand,27,280855.407407407
1978-04-22,3,"Barry Manilow","Even Now",14,220591.428571429
1978-04-22,4,"Billy Joel","The Stranger",21,296449.238095238
1978-04-22,5,"George Benson","Weekend In L.a.",11,451363.727272727
1978-04-22,6,Kansas,"Point Of Know Return",12,252448.583333333
1978-04-22,7,"Jefferson Starship",Earth,9,293372.777777778
1978-04-22,8,Wings,"London Town",14,219551.071428571
1978-04-22,9,"Roberta Flack","Blue Lights In The Basement",10,247782.3
1978-04-22,10,"Steely Dan",Aja,7,343028.142857143
1978-04-22,11,Styx,"The Grand Illusion",8,312237.875
1978-04-22,12,"Jackson Browne","Running On Empty",10,260547.7
1978-04-22,13,"Warren Zevon","Excitable Boy",13,192266.384615385
1978-04-22,14,"Rufus And Chaka Khan","Street Player",10,243778.4
1978-04-22,15,"Chuck Mangione","Feels So Good",6,394279.5
1978-04-22,16,"Bootsy's Rubber Band","Bootsy? Player Of The Year",,
1978-04-22,17,"Bee Gees","Here At Last...Bee Gees...Live",18,281001.333333333
1978-04-22,18,"Bob Welch","French Kiss",12,181677.5
1978-04-22,19,"Andy Gibb","Flowing Rivers",10,230314.2
1978-04-22,20,"Little Feat","Waiting For Columbus",27,277210.37037037
1978-04-22,21,"The Atlanta Rhythm Section","Champagne Jam",8,257114.625
1978-04-22,22,"Jimmy Buffett","Son Of A Son Of A Sailor",9,234222.0
1978-04-22,23,"Rod Stewart","Foot Loose + Fancy Free",8,334894.75
1978-04-22,24,Parliament,"Funkentelechy Vs. The Placebo Syndrome",6,443361.666666667
1978-04-22,25,Journey,Infinity,10,218869.0
1978-04-22,26,Stargard,Stargard,10,252991.5
1978-04-22,27,Raydio,Raydio,8,255396.25
1978-04-22,28,"Peter Brown","Fantasy Love Affair",8,280169.625
1978-04-22,29,"Samantha Sang",Emotion,10,221710.4
1978-04-22,30,"Johnny Mathis","You Light Up My Life",10,206814.4
1978-04-22,31,"Van Halen","Van Halen",11,214083.545454545
1978-04-22,32,"Natalie Cole",Thankful,8,266833.0
1978-04-22,33,"The Outlaws","Bring It Back Alive",12,380749.666666667
1978-04-22,34,"Roy Ayers Ubiquity","Let's Do It",,
1978-04-22,35,Queen,"News Of The World",16,222138.0
1978-04-22,36,"Average White Band","Warmer Communications",11,408466.272727273
1978-04-22,37,"Eddie Money","Eddie Money",10,205046.3
1978-04-22,38,"Electric Light Orchestra","Out Of The Blue",17,250202.705882353
1978-04-22,39,Chic,Chic,40,272391.575
1978-04-22,40,"The Isley Brothers",Showdown,13,303314.692307692
1978-04-22,41,"Dolly Parton","Here You Come Again",10,178703.6
1978-04-22,42,"Lou Rawls","When You Hear Lou, You've Heard It All",10,225796.666666667
1978-04-22,43,"Yvonne Elliman","Night Flight",,
1978-04-22,44,Genesis,"And Then There Were Three",11,292278.363636364
1978-04-22,45,Player,Player,1,249608.0
1978-04-22,46,"Robert Palmer","Double Fun",9,236155.222222222
1978-04-22,47,ABBA,"The Album",10,267333.1
1978-04-22,48,"Ted Nugent","Double Live, Gonzo",11,462268.818181818
1978-04-22,49,"Village People","Macho Man",2,316619.5
1978-04-22,50,"Elvis Costello","This Years Model",13,183699.230769231
1978-04-22,51,Soundtrack,"American Hot Wax",,
1978-04-22,52,"Linda Ronstadt","Simple Dreams",10,198135.6
1978-04-22,53,"Earth, Wind & Fire","All 'n' All",11,212600.818181818
1978-04-22,54,"Fleetwood Mac",Rumours,58,
1978-04-22,55,"Meat Loaf","Bat Out Of Hell",7,408818.857142857
1978-04-22,56,"Carole King","Her Greatest Hits",14,218827.357142857
1978-04-22,57,"Village People","Village People",6,286110.5
1978-04-22,58,Cameo,"We All Know Who We Are",7,318527.285714286
1978-04-22,59,"Grover Washington, Jr.","Live At The Bijou",8,569455.875
1978-04-22,60,"Leif Garrett","Leif Garrett",12,193593.0
1978-04-22,61,"Waylon & Willie","Waylon + Willie",11,220698.181818182
1978-04-22,62,Heart,Magazine,8,294266.25
1978-04-22,63,"Joe Sample","Rainbow Seeker",8,316418.0
1978-04-22,64,"Barry Manilow","Barry Manilow Live",23,269442.47826087
1978-04-22,65,"Frank Zappa","Zappa In New York",15,447057.4
1978-04-22,66,"Kenny Rogers","Ten Years Of Gold",10,207223.6
1978-04-22,67,"The Rutles","The Rutles",20,147284.55
1978-04-22,68,"Chick Corea","Mad Hatter",9,333441.222222222
1978-04-22,69,"Peabo Bryson","Reaching For The Sky",8,289850.375
1978-04-22,70,"Dan Hill","Longer Fuse",10,239394.8
1978-04-22,71,KISS,"Alive Ii",20,223676.55
1978-04-22,72,"Jay Ferguson","Thunder Island",10,240861.1
1978-04-22,73,"T.H.P. Orchestra","Two Hot For Love",,
1978-04-22,74,"Johnny Paycheck","Take This Job And Shove It",10,171726.9
1978-04-22,75,"Ralph MacDonald","The Path",,
1978-04-22,76,"Stanley Turrentine","Westside Highway",,
1978-04-22,77,"Bunny Sigler","Let Me Party With You",7,513683.285714286
1978-04-22,78,"The Manhattans","There's No Good In Goodbye",17,235464.705882353
1978-04-22,79,"England Dan & John Ford Coley","Some Things Don't Come Easy",11,205510.090909091
1978-04-22,80,"Patti Smith",Easter,12,219943.0
1978-04-22,81,"Andrew Gold","All This And Heaven Too",15,240712.666666667
1978-04-22,82,"Head East","Head East",9,290040.111111111
1978-04-22,83,"Tuxedo Junction","Tuxedo Junction",11,208694.272727273
1978-04-22,84,Renaissance,"Song For All Seasons",8,335018.125
1978-04-22,85,"Art Garfunkel",Watermark,12,201676.333333333
1978-04-22,86,"Kris Kristofferson","Easter Island",10,218929.1
1978-04-22,87,"Maze Featuring Frankie Beverly","Golden Time Of Day",7,348787.285714286
1978-04-22,88,"Carly Simon","Boys In The Trees",11,197341.454545455
1978-04-22,89,"Neil Diamond","I'm Glad Your Here With Me Tonight",,
1978-04-22,90,"Bob James",Heads,24,184667.041666667
1978-04-22,91,"Bionic Boogie","Bionic Boogie",10,354134.4
1978-04-22,92,"The Tubes","What Do You Want From Live",17,295408.294117647
1978-04-22,93,"Santa Esmeralda","The House Of The Rising Sun",6,488090.833333333
1978-04-22,94,"Michael Franks","Burchfield Nines",8,282132.875
1978-04-22,95,"Be Bop Deluxe","Drastic Plastic",11,230705.181818182
1978-04-22,96,"Emmylou Harris","Quarter Moon In A Ten Cent Town",12,213896.333333333
1978-04-22,97,"Linda Ronstadt","Greatest Hits",17,195693.294117647
1978-04-22,98,"Gordon Lightfoot","Endless Wire",10,231317.1
1978-04-22,99,"Michael Martin Murphey",Lonewolf,10,249455.6
1978-04-22,100,Heatwave,"Central Heating",9,277429.333333333
1978-04-22,101,Faze-O,"Riding High",7,274148.428571429
1978-04-22,102,"Elvis Costello","My Aim Is True",13,173642.769230769
1978-04-22,103,"Randy Newman","Little Criminals",12,192984.166666667
1978-04-22,104,"Donna Summer","Once Upon A Time",16,256053.625
1978-04-22,105,"Ashford & Simpson","Send It",8,272839.5
1978-04-22,106,"Hubert Laws","Say It With Silence",5,399045.2
1978-04-22,107,"Lou Reed","Street Hassle",8,321179.625
1978-04-22,108,"Alec R. Costandinos And The Synconic Orchestra","Romeo + Juliet",,
1978-04-22,109,"Pat Travers","Putting It Straight",8,277643.0
1978-04-22,110,"Herb Alpert And Hugh Masekela","Herb Albert + Hugh Masak",,
1978-04-22,111,"Shaun Cassidy","Born Late",10,192200.9
1978-04-22,112,Aerosmith,"Draw The Line",9,237785.0
1978-04-22,113,Charlie,Lines,12,222009.25
1978-04-22,114,Fotomaker,Fotomaker,10,225307.5
1978-04-22,115,Enchantment,"Once Upon A Dream",11,253853.181818182
1978-04-22,116,"Lynyrd Skynyrd","Street Survivors",23,260330.043478261
1978-04-22,117,Kayak,"Starlight Dancer",,
1978-04-22,118,Heatwave,"Too Hot To Handle",9,257460.444444444
1978-04-22,119,"The Salsoul Orchestra","Up The Yellow Brick Road",,
1978-04-22,120,Kongas,Africanism,,
1978-04-22,121,"John Denver","I Want To Live",11,235995.909090909
1978-04-22,122,"Paul Davis","Singer Of Songs, Teller Of Tales",10,182175.7
1978-04-22,123,"Bob Marley And The Wailers",Kaya,11,228344.727272727
1978-04-22,124,"Robert Gordon","Fresh Fish Special",10,159002.4
1978-04-22,125,"Jerry Garcia","Cats Under The Stars",15,315111.133333333
1978-04-22,126,"Tower Of Power","We Came To Play",9,238916.777777778
1978-04-22,127,"Lonnie Liston Smith",Loveland,8,277390.375
1978-04-22,128,Voyage,Voyage,12,223758.25
1978-04-22,129,"Mahogany Rush","Frank Marino & Mahogany Rush Live",14,265376.857142857
1978-04-22,130,"The Trammps","Disco Inferno",6,427010.833333333
1978-04-22,131,"Claudja Barry",Cladja,,
1978-04-22,132,Soundtrack,"The Rocky Horror Picture Show",16,201972.9375
1978-04-22,133,"Sea Level","Cats On The Coast",8,282299.75
1978-04-22,134,Rush,Archives,,
1978-04-22,135,"The Steve Miller Band","Book Of Dreams",,
1978-04-22,136,"REO Speedwagon","You Can Tune A Piano But You Can't Tune A Fish",9,224461.777777778
1978-04-22,137,"Karla Bonoff","Karla Bonoff",10,216730.5
1978-04-22,138,"Crystal Gayle","We Must Believe In Magic",10,179463.7
1978-04-22,139,"Dexter Wansel",Voyager,7,334984.428571429
1978-04-22,140,Commodores,"Commodores Live!",12,364219.666666667
1978-04-22,141,"Hot Tuna","Double Dose",15,325481.533333333
1978-04-22,142,Blondie,"Plastic Letters",17,169032.588235294
1978-04-22,143,"Maria Muldaur","Southern Winds",,
1978-04-22,144,"B.T. Express",Shout!,9,281184.777777778
1978-04-22,145,"Bee Gees","Bee Gees Gold, Volume One",,
1978-04-22,146,Ubiquity,"Star Booty",,
1978-04-22,147,Rubicon,Rubicon,10,284608.9
1978-04-22,148,"LeBlanc & Carr","Midnight Light",10,220068.9
1978-04-22,149,War,Galaxy,5,383439.6
1978-04-22,150,Foreigner,Foreigner,12,240737.833333333
1978-04-22,151,"Bob Weir","Heaven Help The Fool",,
1978-04-22,152,"Little River Band","Diamantina Cocktail",11,233588.727272727
1978-04-22,153,"Bee Gees","Children Of The World",10,233478.4
1978-04-22,154,Eagles,"Hotel California",9,340131.666666667
1978-04-22,155,"Watsonian Institute","Master Funk",,
1978-04-22,156,"The Ramones","Rocket To Russia",77,
1978-04-22,157,Soundtrack,"Star Wars",28,257901.928571429
1978-04-22,158,"The Floaters",Magic,,
1978-04-22,159,"Garland Jeffreys","One Eyed Jack",10,235710.3
1978-04-22,160,Sweet,"Level Headed",16,249570.0
1978-04-22,161,"Steve Martin","Lets Get Small",10,228936.9
1978-04-22,162,"Boz Scaggs","Silk Degrees",13,239546.461538462
1978-04-22,163,"Pink Floyd","The Dark Side Of The Moon",10,257363.2
1978-04-22,164,Doucette,"Mama Let Him Play",11,229770.090909091
1978-04-22,165,"Amazing Rhythm Aces","Burning The Ballroom Down",9,249131.555555556
1978-04-22,166,"Paul McCartney And Wings","Wings Over America",,
1978-04-22,167,Soundtrack,"Close Encounters Of A Third Kind",,
1978-04-22,168,"Tuff Darts","Tuff Darts!",12,185239.583333333
1978-04-22,169,Eagles,"Their Greatest Hits 1971-1975",10,259820.4
1978-04-22,170,"USA-European Connection","Come Into My Heart",6,573759.666666667
1978-04-22,171,Angel,"White Hot",10,226933.0
1978-04-22,172,Tomita,Kosmos,8,396576.375
1978-04-22,173,"Judas Priest","Stained Class",11,294868.727272727
1978-04-22,174,Odyssey,Odyssey,12,258818.0
1978-04-22,175,"Marlena Shaw","Acting Up",10,243995.7
1978-04-22,176,"Smokey Robinson","Love Breeze",8,278439.625
1978-04-22,177,"Zubin Mehta","Star Wars And Close Encounters Of The Third Kind",,
1978-04-22,178,"The Michael Zager Band","Lets All Chant",6,372003.166666667
1978-04-22,179,"High Inergy","Turnin' On",,
1978-04-22,180,"The Blackbyrds",Action,7,288761.714285714
1978-04-22,181,"Debby Boone","You Light Up My Life",12,198186.25
1978-04-22,182,"Eddie Kendricks","Vintage 78'",10,252495.6
1978-04-22,183,Barkays,"Flying High On Your Love",,
1978-04-22,184,Eruption,Eruption,3,241643.0
1978-04-22,185,ConFunkShun,Secrets,,
1978-04-22,186,"Crack The Sky","Safety In Numbers",7,306005.714285714
1978-04-22,187,"Noel Pointer","Hold On",7,328565.142857143
1978-04-22,188,"Walter Egan","Not Shy",10,212195.7
1978-04-22,189,"Boz Scaggs","Down Two Then Left",10,257314.4
1978-04-22,190,"The Statler Brothers","The Best Of The Statler Brothers",11,155491.454545455
1978-04-22,191,"Dan Hill","Hold On",10,204157.2
1978-04-22,192,Godz,Godz,10,209750.3
1978-04-22,193,"Anne Murray","Let's Keep It That Way",10,197442.3
1978-04-22,194,"Paul Simon","Greatest Hits, Ect.",11,
1978-04-22,195,"Talking Heads","Talking Heads: 77",16,213942.0625
1978-04-22,196,"The Beatles","Love Songs",12,222003.583333333
1978-04-22,197,"Bill Withers",Menagerie,9,256205.555555556
1978-04-22,198,"The Manhattan Transfer",Pastiche,,
1978-04-22,199,Horslips,Aliens,14,213504.428571429
1978-04-22,200,"Wet Willie","Greatest Hits",10,247668.9
1978-04-29,1,Soundtrack,"Saturday Night Fever",21,224416.142857143
1978-04-29,2,"Eric Clapton",Slowhand,27,280855.407407407
1978-04-29,3,Wings,"London Town",14,219551.071428571
1978-04-29,4,"Billy Joel","The Stranger",21,296449.238095238
1978-04-29,5,"George Benson","Weekend In L.a.",11,451363.727272727
1978-04-29,6,Kansas,"Point Of Know Return",12,252448.583333333
1978-04-29,7,"Jefferson Starship",Earth,9,293372.777777778
1978-04-29,8,"Roberta Flack","Blue Lights In The Basement",10,247782.3
1978-04-29,9,"Barry Manilow","Even Now",14,220591.428571429
1978-04-29,10,"Jackson Browne","Running On Empty",10,260547.7
1978-04-29,11,"Steely Dan",Aja,7,343028.142857143
1978-04-29,12,"Warren Zevon","Excitable Boy",13,192266.384615385
1978-04-29,13,"Chuck Mangione","Feels So Good",6,394279.5
1978-04-29,14,Styx,"The Grand Illusion",8,312237.875
1978-04-29,15,"The Atlanta Rhythm Section","Champagne Jam",8,257114.625
1978-04-29,16,"Jimmy Buffett","Son Of A Son Of A Sailor",9,234222.0
1978-04-29,17,"Bob Welch","French Kiss",12,181677.5
1978-04-29,18,"Little Feat","Waiting For Columbus",27,277210.37037037
1978-04-29,19,"Andy Gibb","Flowing Rivers",10,230314.2
1978-04-29,20,"Johnny Mathis","You Light Up My Life",10,206814.4
1978-04-29,21,"The Isley Brothers",Showdown,13,303314.692307692
1978-04-29,22,Journey,Infinity,10,218869.0
1978-04-29,23,Parliament,"Funkentelechy Vs. The Placebo Syndrome",6,443361.666666667
1978-04-29,24,"Peter Brown","Fantasy Love Affair",8,280169.625
1978-04-29,25,"Bee Gees","Here At Last...Bee Gees...Live",18,281001.333333333
1978-04-29,26,Genesis,"And Then There Were Three",11,292278.363636364
1978-04-29,27,"Rufus And Chaka Khan","Street Player",10,243778.4
1978-04-29,28,Raydio,Raydio,8,255396.25
1978-04-29,29,"Van Halen","Van Halen",11,214083.545454545
1978-04-29,30,"Rod Stewart","Foot Loose + Fancy Free",8,334894.75
1978-04-29,31,"The Outlaws","Bring It Back Alive",12,380749.666666667
1978-04-29,32,"Natalie Cole",Thankful,8,266833.0
1978-04-29,33,"Roy Ayers Ubiquity","Let's Do It",,
1978-04-29,34,"Average White Band","Warmer Communications",11,408466.272727273
1978-04-29,35,"Bootsy's Rubber Band","Bootsy? Player Of The Year",,
1978-04-29,36,Heart,Magazine,8,294266.25
1978-04-29,37,"Eddie Money","Eddie Money",10,205046.3
1978-04-29,38,"Electric Light Orchestra","Out Of The Blue",17,250202.705882353
1978-04-29,39,"Dolly Parton","Here You Come Again",10,178703.6
1978-04-29,40,"Yvonne Elliman","Night Flight",,
1978-04-29,41,"Lou Rawls","When You Hear Lou, You've Heard It All",10,225796.666666667
1978-04-29,42,Soundtrack,"American Hot Wax",,
1978-04-29,43,"Elvis Costello","This Years Model",13,183699.230769231
1978-04-29,44,"Village People","Macho Man",2,316619.5
1978-04-29,45,"Robert Palmer","Double Fun",9,236155.222222222
1978-04-29,46,ABBA,"The Album",10,267333.1
1978-04-29,47,"Fleetwood Mac",Rumours,58,
1978-04-29,48,"Ted Nugent","Double Live, Gonzo",11,462268.818181818
1978-04-29,49,"Meat Loaf","Bat Out Of Hell",7,408818.857142857
1978-04-29,50,"Jethro Tull","Heavy Horses: New Shoes Edition",11,
1978-04-29,51,Player,Player,1,249608.0
1978-04-29,52,"Carole King","Her Greatest Hits",14,218827.357142857
1978-04-29,53,"Earth, Wind & Fire","All 'n' All",11,212600.818181818
1978-04-29,54,"Village People","Village People",6,286110.5
1978-04-29,55,"Peabo Bryson","Reaching For The Sky",8,289850.375
1978-04-29,56,Stargard,Stargard,10,252991.5
1978-04-29,57,"Grover Washington, Jr.","Live At The Bijou",8,569455.875
1978-04-29,58,Cameo,"We All Know Who We Are",7,318527.285714286
1978-04-29,59,"Frank Zappa","Zappa In New York",15,447057.4
1978-04-29,60,Heatwave,"Central Heating",9,277429.333333333
1978-04-29,61,"Chick Corea","Mad Hatter",9,333441.222222222
1978-04-29,62,"Joe Sample","Rainbow Seeker",8,316418.0
1978-04-29,63,"The Rutles","The Rutles",20,147284.55
1978-04-29,64,"Barry Manilow","Barry Manilow Live",23,269442.47826087
1978-04-29,65,"Kenny Rogers","Ten Years Of Gold",10,207223.6
1978-04-29,66,"Waylon & Willie","Waylon + Willie",11,220698.181818182
1978-04-29,67,"T.H.P. Orchestra","Two Hot For Love",,
1978-04-29,68,"Ralph MacDonald","The Path",,
1978-04-29,69,Queen,"News Of The World",16,222138.0
1978-04-29,70,"Samantha Sang",Emotion,10,221710.4
1978-04-29,71,"Stanley Turrentine","Westside Highway",,
1978-04-29,72,"Johnny Paycheck","Take This Job And Shove It",10,171726.9
1978-04-29,73,"England Dan & John Ford Coley","Some Things Don't Come Easy",11,205510.090909091
1978-04-29,74,"Patti Smith",Easter,12,219943.0
1978-04-29,75,Renaissance,"Song For All Seasons",8,335018.125
1978-04-29,76,"Tuxedo Junction","Tuxedo Junction",11,208694.272727273
1978-04-29,77,"Bunny Sigler","Let Me Party With You",7,513683.285714286
1978-04-29,78,"Head East","Head East",9,290040.111111111
1978-04-29,79,"Carly Simon","Boys In The Trees",11,197341.454545455
1978-04-29,80,"Leif Garrett","Leif Garrett",12,193593.0
1978-04-29,81,"Linda Ronstadt","Simple Dreams",10,198135.6
1978-04-29,82,Chic,Chic,40,272391.575
1978-04-29,83,"REO Speedwagon","You Can Tune A Piano But You Can't Tune A Fish",9,224461.777777778
1978-04-29,84,Soundtrack,"The Rocky Horror Picture Show",16,201972.9375
1978-04-29,85,"Maze Featuring Frankie Beverly","Golden Time Of Day",7,348787.285714286
1978-04-29,86,"Kris Kristofferson","Easter Island",10,218929.1
1978-04-29,87,"The O'Jays","So Full Of Love",8,271397.875
1978-04-29,88,"Bionic Boogie","Bionic Boogie",10,354134.4
1978-04-29,89,"Neil Diamond","I'm Glad Your Here With Me Tonight",,
1978-04-29,90,"Bob James",Heads,24,184667.041666667
1978-04-29,91,KISS,"Alive Ii",20,223676.55
1978-04-29,92,"Jay Ferguson","Thunder Island",10,240861.1
1978-04-29,93,"Michael Franks","Burchfield Nines",8,282132.875
1978-04-29,94,"Hubert Laws","Say It With Silence",5,399045.2
1978-04-29,95,"Be Bop Deluxe","Drastic Plastic",11,230705.181818182
1978-04-29,96,"Emmylou Harris","Quarter Moon In A Ten Cent Town",12,213896.333333333
1978-04-29,97,"Linda Ronstadt","Greatest Hits",17,195693.294117647
1978-04-29,98,Fotomaker,Fotomaker,10,225307.5
1978-04-29,99,"Michael Martin Murphey",Lonewolf,10,249455.6
1978-04-29,100,Faze-O,"Riding High",7,274148.428571429
1978-04-29,101,"Lou Reed","Street Hassle",8,321179.625
1978-04-29,102,"Alec R. Costandinos And The Synconic Orchestra","Romeo + Juliet",,
1978-04-29,103,"Herb Alpert And Hugh Masekela","Herb Albert + Hugh Masak",,
1978-04-29,104,"Donna Summer","Once Upon A Time",16,256053.625
1978-04-29,105,"Ashford & Simpson","Send It",8,272839.5
1978-04-29,106,Charlie,Lines,12,222009.25
1978-04-29,107,"Shaun Cassidy","Born Late",10,192200.9
1978-04-29,108,"Gordon Lightfoot","Endless Wire",10,231317.1
1978-04-29,109,"Pat Travers","Putting It Straight",8,277643.0
1978-04-29,110,"Santa Esmeralda","The House Of The Rising Sun",6,488090.833333333
1978-04-29,111,"Shaun Cassidy","Shaun Cassidy",10,181727.2
1978-04-29,112,"Bob Marley And The Wailers",Kaya,11,228344.727272727
1978-04-29,113,Enchantment,"Once Upon A Dream",11,253853.181818182
1978-04-29,114,"Lynyrd Skynyrd","Street Survivors",23,260330.043478261
1978-04-29,115,"John Denver","I Want To Live",11,235995.909090909
1978-04-29,116,Heatwave,"Too Hot To Handle",9,257460.444444444
1978-04-29,117,"The Salsoul Orchestra","Up The Yellow Brick Road",,
1978-04-29,118,"Jerry Garcia","Cats Under The Stars",15,315111.133333333
1978-04-29,119,"Tower Of Power","We Came To Play",9,238916.777777778
1978-04-29,120,Kongas,Africanism,,
1978-04-29,121,Voyage,Voyage,12,223758.25
1978-04-29,122,Aerosmith,"Draw The Line",9,237785.0
1978-04-29,123,"Art Garfunkel",Watermark,12,201676.333333333
1978-04-29,124,"Lonnie Liston Smith",Loveland,8,277390.375
1978-04-29,125,"Paul Davis","Singer Of Songs, Teller Of Tales",10,182175.7
1978-04-29,126,Rush,Archives,,
1978-04-29,127,"The Band","The Last Waltz (Soundtrack)",54,
1978-04-29,128,"Elvis Costello","My Aim Is True",13,173642.769230769
1978-04-29,129,"The Trammps","Disco Inferno",6,427010.833333333
1978-04-29,130,"Stanley Clarke","Modern Man",12,193784.25
1978-04-29,131,"Hot Tuna","Double Dose",15,325481.533333333
1978-04-29,132,"Garland Jeffreys","One Eyed Jack",10,235710.3
1978-04-29,133,"Sea Level","Cats On The Coast",8,282299.75
1978-04-29,134,"The Steve Miller Band","Book Of Dreams",,
1978-04-29,135,"Bee Gees","Bee Gees Gold, Volume One",,
1978-04-29,136,Commodores,"Commodores Live!",12,364219.666666667
1978-04-29,137,"Karla Bonoff","Karla Bonoff",10,216730.5
1978-04-29,138,Blondie,"Plastic Letters",17,169032.588235294
1978-04-29,139,"Randy Newman","Little Criminals",12,192984.166666667
1978-04-29,140,"Dexter Wansel",Voyager,7,334984.428571429
1978-04-29,141,"The Climax Blues Band","Shine On",,
1978-04-29,142,"Bee Gees","Children Of The World",10,233478.4
1978-04-29,143,"Maria Muldaur","Southern Winds",,
1978-04-29,144,War,Galaxy,5,383439.6
1978-04-29,145,"Dan Hill","Longer Fuse",10,239394.8
1978-04-29,146,Foreigner,Foreigner,12,240737.833333333
1978-04-29,147,Rubicon,Rubicon,10,284608.9
1978-04-29,148,Soundtrack,"Star Wars",28,257901.928571429
1978-04-29,149,Eagles,"Hotel California",9,340131.666666667
1978-04-29,150,"Little River Band","Diamantina Cocktail",11,233588.727272727
1978-04-29,151,"The Floaters",Magic,,
1978-04-29,152,"The Manhattans","There's No Good In Goodbye",17,235464.705882353
1978-04-29,153,"USA-European Connection","Come Into My Heart",6,573759.666666667
1978-04-29,154,"Watsonian Institute","Master Funk",,
1978-04-29,155,"British Lions","British Lions",17,177808.294117647
1978-04-29,156,"Amazing Rhythm Aces","Burning The Ballroom Down",9,249131.555555556
1978-04-29,157,Sweet,"Level Headed",16,249570.0
1978-04-29,158,"Pink Floyd","The Dark Side Of The Moon",10,257363.2
1978-04-29,159,Doucette,"Mama Let Him Play",11,229770.090909091
1978-04-29,160,"Steve Martin","Lets Get Small",10,228936.9
1978-04-29,161,"Bob Weir","Heaven Help The Fool",,
1978-04-29,162,"Boz Scaggs","Silk Degrees",13,239546.461538462
1978-04-29,163,"B.T. Express",Shout!,9,281184.777777778
1978-04-29,164,Angel,"White Hot",10,226933.0
1978-04-29,165,"Paul McCartney And Wings","Wings Over America",,
1978-04-29,166,Ubiquity,"Star Booty",,
1978-04-29,167,"Smokey Robinson","Love Breeze",8,278439.625
1978-04-29,168,"The Michael Zager Band","Lets All Chant",6,372003.166666667
1978-04-29,169,Eagles,"Their Greatest Hits 1971-1975",10,259820.4
1978-04-29,170,Odyssey,Odyssey,12,258818.0
1978-04-29,171,"Marlena Shaw","Acting Up",10,243995.7
1978-04-29,172,"Debby Boone","You Light Up My Life",12,198186.25
1978-04-29,173,"The Statler Brothers","The Best Of The Statler Brothers",11,155491.454545455
1978-04-29,174,Deodato,"Love Island",8,296962.875
1978-04-29,175,"LeBlanc & Carr","Midnight Light",10,220068.9
1978-04-29,176,"The Ramones","Rocket To Russia",77,
1978-04-29,177,Barkays,"Flying High On Your Love",,
1978-04-29,178,"The Blackbyrds",Action,7,288761.714285714
1978-04-29,179,Eruption,Eruption,3,241643.0
1978-04-29,180,"Eddie Kendricks","Vintage 78'",10,252495.6
1978-04-29,181,"Nick Lowe","Pure Pop For Now People",,
1978-04-29,182,"Crack The Sky","Safety In Numbers",7,306005.714285714
1978-04-29,183,"Al Di Meola Project",Casino,,
1978-04-29,184,"Vladimir Horowitz","Golden Jubilee Concert - Rachmaninoff Concerto No. 3",,
1978-04-29,185,"Andrew Gold","All This And Heaven Too",15,240712.666666667
1978-04-29,186,"Walter Egan","Not Shy",10,212195.7
1978-04-29,187,"Noel Pointer","Hold On",7,328565.142857143
1978-04-29,188,"The Dickey Betts Band","Atlanta's Burning Down",,
1978-04-29,189,"Boz Scaggs","Down Two Then Left",10,257314.4
1978-04-29,190,Shotgun,"Good Bad + Funky",,
1978-04-29,191,Godz,Godz,10,209750.3
1978-04-29,192,"Paul Simon","Greatest Hits, Ect.",11,
1978-04-29,193,"The Tubes","What Do You Want From Live",17,295408.294117647
1978-04-29,194,Kayak,"Starlight Dancer",,
1978-04-29,195,"Mahogany Rush","Frank Marino & Mahogany Rush Live",14,265376.857142857
1978-04-29,196,"Steve Hackett","Please Don't Touch",13,248966.769230769
1978-04-29,197,"Robert Gordon","Fresh Fish Special",10,159002.4
1978-04-29,198,"Stanky Brown Group","Stanky Brown",10,214206.2
1978-04-29,199,"Crystal Gayle","We Must Believe In Magic",10,179463.7
1978-04-29,200,"Claudja Barry",Cladja,,
1978-05-06,1,Soundtrack,"Saturday Night Fever",21,224416.142857143
1978-05-06,2,Wings,"London Town",14,219551.071428571
1978-05-06,3,"Eric Clapton",Slowhand,27,280855.407407407
