date,rank,artist,album,length,track_length
1978-05-06,4,Kansas,"Point Of Know Return",12,252448.583333333
1978-05-06,5,"Jefferson Starship",Earth,9,293372.777777778
1978-05-06,6,"Billy Joel","The Stranger",21,296449.238095238
1978-05-06,7,"George Benson","Weekend In L.a.",11,451363.727272727
1978-05-06,8,"Jackson Browne","Running On Empty",10,260547.7
1978-05-06,9,"Chuck Mangione","Feels So Good",6,394279.5
1978-05-06,10,"Warren Zevon","Excitable Boy",13,192266.384615385
1978-05-06,11,"Barry Manilow","Even Now",14,220591.428571429
1978-05-06,12,"The Atlanta Rhythm Section","Champagne Jam",8,257114.625
1978-05-06,13,"Jimmy Buffett","Son Of A Son Of A Sailor",9,234222.0
1978-05-06,14,"Roberta Flack","Blue Lights In The Basement",10,247782.3
1978-05-06,15,"Steely Dan",Aja,7,343028.142857143
1978-05-06,16,"The Isley Brothers",Showdown,13,303314.692307692
1978-05-06,17,"Johnny Mathis","You Light Up My Life",10,206814.4
1978-05-06,18,"Little Feat","Waiting For Columbus",27,277210.37037037
1978-05-06,19,Styx,"The Grand Illusion",8,312237.875
1978-05-06,20,"Bob Welch","French Kiss",12,181677.5
1978-05-06,21,Journey,Infinity,10,218869.0
1978-05-06,22,"Peter Brown","Fantasy Love Affair",8,280169.625
1978-05-06,23,Genesis,"And Then There Were Three",11,292278.363636364
1978-05-06,24,Heatwave,"Central Heating",9,277429.333333333
1978-05-06,25,"Van Halen","Van Halen",11,214083.545454545
1978-05-06,26,Heart,Magazine,8,294266.25
1978-05-06,27,"Andy Gibb","Flowing Rivers",10,230314.2
1978-05-06,28,"Average White Band","Warmer Communications",11,408466.272727273
1978-05-06,29,"The Outlaws","Bring It Back Alive",12,380749.666666667
1978-05-06,30,"Rufus And Chaka Khan","Street Player",10,243778.4
1978-05-06,31,Parliament,"Funkentelechy Vs. The Placebo Syndrome",6,443361.666666667
1978-05-06,32,"Jethro Tull","Heavy Horses: New Shoes Edition",11,
1978-05-06,33,"Natalie Cole",Thankful,8,266833.0
1978-05-06,34,"Rod Stewart","Foot Loose + Fancy Free",8,334894.75
1978-05-06,35,"Bootsy's Rubber Band","Bootsy? Player Of The Year",,
1978-05-06,36,Raydio,Raydio,8,255396.25
1978-05-06,37,Soundtrack,"American Hot Wax",,
1978-05-06,38,"Elvis Costello","This Years Model",13,183699.230769231
1978-05-06,39,"Dolly Parton","Here You Come Again",10,178703.6
1978-05-06,40,"Yvonne Elliman","Night Flight",,
1978-05-06,41,"Carly Simon","Boys In The Trees",11,197341.454545455
1978-05-06,42,"Village People","Macho Man",2,316619.5
1978-05-06,43,"Meat Loaf","Bat Out Of Hell",7,408818.857142857
1978-05-06,44,"Fleetwood Mac",Rumours,58,
1978-05-06,45,"Robert Palmer","Double Fun",9,236155.222222222
1978-05-06,46,"Bee Gees","Here At Last...Bee Gees...Live",18,281001.333333333
1978-05-06,47,"Carole King","Her Greatest Hits",14,218827.357142857
1978-05-06,48,"Eddie Money","Eddie Money",10,205046.3
1978-05-06,49,"Peabo Bryson","Reaching For The Sky",8,289850.375
1978-05-06,50,"Earth, Wind & Fire","All 'n' All",11,212600.818181818
1978-05-06,51,ABBA,"The Album",10,267333.1
1978-05-06,52,"Electric Light Orchestra","Out Of The Blue",17,250202.705882353
1978-05-06,53,"Lou Rawls","When You Hear Lou, You've Heard It All",10,225796.666666667
1978-05-06,54,"Village People","Village People",6,286110.5
1978-05-06,55,"Roy Ayers Ubiquity","Let's Do It",,
1978-05-06,56,"Grover Washington, Jr.","Live At The Bijou",8,569455.875
1978-05-06,57,"Frank Zappa","Zappa In New York",15,447057.4
1978-05-06,58,"Ted Nugent","Double Live, Gonzo",11,462268.818181818
1978-05-06,59,"The Band","The Last Waltz (Soundtrack)",54,
1978-05-06,60,"Ralph MacDonald","The Path",,
1978-05-06,61,"Chick Corea","Mad Hatter",9,333441.222222222
1978-05-06,62,"Patti Smith",Easter,12,219943.0
1978-05-06,63,"The Rutles","The Rutles",20,147284.55
1978-05-06,64,"Joe Sample","Rainbow Seeker",8,316418.0
1978-05-06,65,"T.H.P. Orchestra","Two Hot For Love",,
1978-05-06,66,"Stanley Turrentine","Westside Highway",,
1978-05-06,67,"England Dan & John Ford Coley","Some Things Don't Come Easy",11,205510.090909091
1978-05-06,68,"Waylon & Willie","Waylon + Willie",11,220698.181818182
1978-05-06,69,Renaissance,"Song For All Seasons",8,335018.125
1978-05-06,70,"Tuxedo Junction","Tuxedo Junction",11,208694.272727273
1978-05-06,71,"The O'Jays","So Full Of Love",8,271397.875
1978-05-06,72,Queen,"News Of The World",16,222138.0
1978-05-06,73,"REO Speedwagon","You Can Tune A Piano But You Can't Tune A Fish",9,224461.777777778
1978-05-06,74,Soundtrack,"The Rocky Horror Picture Show",16,201972.9375
1978-05-06,75,Soundtrack,Fm,50,189786.94
1978-05-06,76,Stargard,Stargard,10,252991.5
1978-05-06,77,"Kenny Rogers","Ten Years Of Gold",10,207223.6
1978-05-06,78,"Bob Marley And The Wailers",Kaya,11,228344.727272727
1978-05-06,79,Cameo,"We All Know Who We Are",7,318527.285714286
1978-05-06,80,"Barry Manilow","Barry Manilow Live",23,269442.47826087
1978-05-06,81,"Linda Ronstadt","Simple Dreams",10,198135.6
1978-05-06,82,Chic,Chic,40,272391.575
1978-05-06,83,"Maze Featuring Frankie Beverly","Golden Time Of Day",7,348787.285714286
1978-05-06,84,"Hubert Laws","Say It With Silence",5,399045.2
1978-05-06,85,"Samantha Sang",Emotion,10,221710.4
1978-05-06,86,"Johnny Paycheck","Take This Job And Shove It",10,171726.9
1978-05-06,87,"Head East","Head East",9,290040.111111111
1978-05-06,88,Fotomaker,Fotomaker,10,225307.5
1978-05-06,89,"Bunny Sigler","Let Me Party With You",7,513683.285714286
1978-05-06,90,"Michael Franks","Burchfield Nines",8,282132.875
1978-05-06,91,"Lou Reed","Street Hassle",8,321179.625
1978-05-06,92,"Alec R. Costandinos And The Synconic Orchestra","Romeo + Juliet",,
1978-05-06,93,"Herb Alpert And Hugh Masekela","Herb Albert + Hugh Masak",,
1978-05-06,94,"Leif Garrett","Leif Garrett",12,193593.0
1978-05-06,95,"Jay Ferguson","Thunder Island",10,240861.1
1978-05-06,96,Charlie,Lines,12,222009.25
1978-05-06,97,"Stanley Clarke","Modern Man",12,193784.25
1978-05-06,98,Faze-O,"Riding High",7,274148.428571429
1978-05-06,99,"Donna Summer","Once Upon A Time",16,256053.625
1978-05-06,100,"Ashford & Simpson","Send It",8,272839.5
1978-05-06,101,"Shaun Cassidy","Shaun Cassidy",10,181727.2
1978-05-06,102,Player,Player,1,249608.0
1978-05-06,103,"Linda Ronstadt","Greatest Hits",17,195693.294117647
1978-05-06,104,"Al Di Meola Project",Casino,,
1978-05-06,105,"John Denver","I Want To Live",11,235995.909090909
1978-05-06,106,"Hot Tuna","Double Dose",15,325481.533333333
1978-05-06,107,"Shaun Cassidy","Born Late",10,192200.9
1978-05-06,108,KISS,"Alive Ii",20,223676.55
1978-05-06,109,"Tower Of Power","We Came To Play",9,238916.777777778
1978-05-06,110,"Lynyrd Skynyrd","Street Survivors",23,260330.043478261
1978-05-06,111,Voyage,Voyage,12,223758.25
1978-05-06,112,"Bionic Boogie","Bionic Boogie",10,354134.4
1978-05-06,113,"Emmylou Harris","Quarter Moon In A Ten Cent Town",12,213896.333333333
1978-05-06,114,"Jerry Garcia","Cats Under The Stars",15,315111.133333333
1978-05-06,115,"Bob James",Heads,24,184667.041666667
1978-05-06,116,"Gordon Lightfoot","Endless Wire",10,231317.1
1978-05-06,117,Enchantment,"Once Upon A Dream",11,253853.181818182
1978-05-06,118,Heatwave,"Too Hot To Handle",9,257460.444444444
1978-05-06,119,"Santa Esmeralda","The House Of The Rising Sun",6,488090.833333333
1978-05-06,120,"Lonnie Liston Smith",Loveland,8,277390.375
1978-05-06,121,Rush,Archives,,
1978-05-06,122,"Garland Jeffreys","One Eyed Jack",10,235710.3
1978-05-06,123,"The Salsoul Orchestra","Up The Yellow Brick Road",,
1978-05-06,124,"Kris Kristofferson","Easter Island",10,218929.1
1978-05-06,125,"Bee Gees","Bee Gees Gold, Volume One",,
1978-05-06,126,"Art Garfunkel",Watermark,12,201676.333333333
1978-05-06,127,"The Trammps","Disco Inferno",6,427010.833333333
1978-05-06,128,"Elvis Costello","My Aim Is True",13,173642.769230769
1978-05-06,129,"Pat Travers","Putting It Straight",8,277643.0
1978-05-06,130,Kongas,Africanism,,
1978-05-06,131,"The Climax Blues Band","Shine On",,
1978-05-06,132,"The Steve Miller Band","Book Of Dreams",,
1978-05-06,133,"Sea Level","Cats On The Coast",8,282299.75
1978-05-06,134,"Neil Diamond","I'm Glad Your Here With Me Tonight",,
1978-05-06,135,Blondie,"Plastic Letters",17,169032.588235294
1978-05-06,136,"Todd Rundgren","Hermit Of Mink Hollow",12,185213.0
1978-05-06,137,"USA-European Connection","Come Into My Heart",6,573759.666666667
1978-05-06,138,"Bee Gees","Children Of The World",10,233478.4
1978-05-06,139,"Karla Bonoff","Karla Bonoff",10,216730.5
1978-05-06,140,Soundtrack,"Star Wars",28,257901.928571429
1978-05-06,141,"The Floaters",Magic,,
1978-05-06,142,Foreigner,Foreigner,12,240737.833333333
1978-05-06,143,Commodores,"Commodores Live!",12,364219.666666667
1978-05-06,144,"Be Bop Deluxe","Drastic Plastic",11,230705.181818182
1978-05-06,145,"British Lions","British Lions",17,177808.294117647
1978-05-06,146,"Amazing Rhythm Aces","Burning The Ballroom Down",9,249131.555555556
1978-05-06,147,Sweet,"Level Headed",16,249570.0
1978-05-06,148,"Paul Davis","Singer Of Songs, Teller Of Tales",10,182175.7
1978-05-06,149,Eagles,"Hotel California",9,340131.666666667
1978-05-06,150,"Michael Martin Murphey",Lonewolf,10,249455.6
1978-05-06,151,"Dexter Wansel",Voyager,7,334984.428571429
1978-05-06,152,"Nick Lowe","Pure Pop For Now People",,
1978-05-06,153,"Les Dudek","Ghost Town Parade",9,267332.888888889
1978-05-06,154,"Dan Hill","Longer Fuse",10,239394.8
1978-05-06,155,"Little River Band","Diamantina Cocktail",11,233588.727272727
1978-05-06,156,Rainbow,"Long Live Rock + Roll",,
1978-05-06,157,"Smokey Robinson","Love Breeze",8,278439.625
1978-05-06,158,"The Michael Zager Band","Lets All Chant",6,372003.166666667
1978-05-06,159,"Steve Martin","Lets Get Small",10,228936.9
1978-05-06,160,"The Manhattans","There's No Good In Goodbye",17,235464.705882353
1978-05-06,161,"Bob Weir","Heaven Help The Fool",,
1978-05-06,162,"Debby Boone","You Light Up My Life",12,198186.25
1978-05-06,163,"The Statler Brothers","The Best Of The Statler Brothers",11,155491.454545455
1978-05-06,164,Deodato,"Love Island",8,296962.875
1978-05-06,165,"B.T. Express",Shout!,9,281184.777777778
1978-05-06,166,Eagles,"Their Greatest Hits 1971-1975",10,259820.4
1978-05-06,167,"Boz Scaggs","Silk Degrees",13,239546.461538462
1978-05-06,168,"Randy Newman","Little Criminals",12,192984.166666667
1978-05-06,169,"Pink Floyd","The Dark Side Of The Moon",10,257363.2
1978-05-06,170,Odyssey,Odyssey,12,258818.0
1978-05-06,171,"Gerry Rafferty","City To City",10,319864.9
1978-05-06,172,"Maria Muldaur","Southern Winds",,
1978-05-06,173,Barkays,"Flying High On Your Love",,
1978-05-06,174,"Vladimir Horowitz","Golden Jubilee Concert - Rachmaninoff Concerto No. 3",,
1978-05-06,175,Eruption,Eruption,3,241643.0
1978-05-06,176,"James Brown","Jam 1980's",5,499399.8
1978-05-06,177,"The Dickey Betts Band","Atlanta's Burning Down",,
1978-05-06,178,Aerosmith,"Draw The Line",9,237785.0
1978-05-06,179,Doucette,"Mama Let Him Play",11,229770.090909091
1978-05-06,180,Shotgun,"Good Bad + Funky",,
1978-05-06,181,"Dee Dee Bridgewater","Just Family",9,261812.888888889
1978-05-06,182,"David Bowie","David Bowie Narrates Prokofiev's ""Peter And The Wolf""",,
1978-05-06,183,"Noel Pointer","Hold On",7,328565.142857143
1978-05-06,184,War,Galaxy,5,383439.6
1978-05-06,185,"Andrew Gold","All This And Heaven Too",15,240712.666666667
1978-05-06,186,"Tim Weisberg",Rotations,,
1978-05-06,187,"The Sundays",Sunburn,,
1978-05-06,188,"Johnnie Taylor","Ever Ready",,
1978-05-06,189,"Ian Dury And The Blockheads","New Boots & Panties",,
1978-05-06,190,"Steve Hackett","Please Don't Touch",13,248966.769230769
1978-05-06,191,Godz,Godz,10,209750.3
1978-05-06,192,"Paul Simon","Greatest Hits, Ect.",11,
1978-05-06,193,"Watsonian Institute","Master Funk",,
1978-05-06,194,"Boz Scaggs","Down Two Then Left",10,257314.4
1978-05-06,195,"Stanky Brown Group","Stanky Brown",10,214206.2
1978-05-06,196,"The Ramones","Rocket To Russia",77,
1978-05-06,197,"Eddie Kendricks","Vintage 78'",10,252495.6
1978-05-06,198,Rubicon,Rubicon,10,284608.9
1978-05-06,199,"Paul McCartney And Wings","Wings Over America",,
1978-05-06,200,"Walter Egan","Not Shy",10,212195.7
1978-05-13,1,Soundtrack,"Saturday Night Fever",21,224416.142857143
1978-05-13,2,Wings,"London Town",14,219551.071428571
1978-05-13,3,"Eric Clapton",Slowhand,27,280855.407407407
1978-05-13,4,Kansas,"Point Of Know Return",12,252448.583333333
1978-05-13,5,"Jefferson Starship",Earth,9,293372.777777778
1978-05-13,6,"Jackson Browne","Running On Empty",10,260547.7
1978-05-13,7,"Chuck Mangione","Feels So Good",6,394279.5
1978-05-13,8,"Warren Zevon","Excitable Boy",13,192266.384615385
1978-05-13,9,"Billy Joel","The Stranger",21,296449.238095238
1978-05-13,10,"The Atlanta Rhythm Section","Champagne Jam",8,257114.625
1978-05-13,11,"Jimmy Buffett","Son Of A Son Of A Sailor",9,234222.0
1978-05-13,12,"George Benson","Weekend In L.a.",11,451363.727272727
1978-05-13,13,"The Isley Brothers",Showdown,13,303314.692307692
1978-05-13,14,"Barry Manilow","Even Now",14,220591.428571429
1978-05-13,15,"Johnny Mathis","You Light Up My Life",10,206814.4
1978-05-13,16,"Steely Dan",Aja,7,343028.142857143
1978-05-13,17,"Roberta Flack","Blue Lights In The Basement",10,247782.3
1978-05-13,18,Heatwave,"Central Heating",9,277429.333333333
1978-05-13,19,Styx,"The Grand Illusion",8,312237.875
1978-05-13,20,Genesis,"And Then There Were Three",11,292278.363636364
1978-05-13,21,"Van Halen","Van Halen",11,214083.545454545
1978-05-13,22,"Peter Brown","Fantasy Love Affair",8,280169.625
1978-05-13,23,Heart,Magazine,8,294266.25
1978-05-13,24,Soundtrack,Fm,50,189786.94
1978-05-13,25,Journey,Infinity,10,218869.0
1978-05-13,26,"Bob Welch","French Kiss",12,181677.5
1978-05-13,27,"Jethro Tull","Heavy Horses: New Shoes Edition",11,
1978-05-13,28,"Average White Band","Warmer Communications",11,408466.272727273
1978-05-13,29,"Little Feat","Waiting For Columbus",27,277210.37037037
1978-05-13,30,"Rufus And Chaka Khan","Street Player",10,243778.4
1978-05-13,31,Parliament,"Funkentelechy Vs. The Placebo Syndrome",6,443361.666666667
1978-05-13,32,Soundtrack,"American Hot Wax",,
1978-05-13,33,"Elvis Costello","This Years Model",13,183699.230769231
1978-05-13,34,"Rod Stewart","Foot Loose + Fancy Free",8,334894.75
1978-05-13,35,"Carly Simon","Boys In The Trees",11,197341.454545455
1978-05-13,36,"Natalie Cole",Thankful,8,266833.0
1978-05-13,37,"Meat Loaf","Bat Out Of Hell",7,408818.857142857
1978-05-13,38,"The O'Jays","So Full Of Love",8,271397.875
1978-05-13,39,Raydio,Raydio,8,255396.25
1978-05-13,40,"Bootsy's Rubber Band","Bootsy? Player Of The Year",,
1978-05-13,41,"The Outlaws","Bring It Back Alive",12,380749.666666667
1978-05-13,42,"Fleetwood Mac",Rumours,58,
1978-05-13,43,"Village People","Macho Man",2,316619.5
1978-05-13,44,"Eddie Money","Eddie Money",10,205046.3
1978-05-13,45,"Earth, Wind & Fire","All 'n' All",11,212600.818181818
1978-05-13,46,"The Band","The Last Waltz (Soundtrack)",54,
1978-05-13,47,"Carole King","Her Greatest Hits",14,218827.357142857
1978-05-13,48,ABBA,"The Album",10,267333.1
1978-05-13,49,"Peabo Bryson","Reaching For The Sky",8,289850.375
1978-05-13,50,"Patti Smith",Easter,12,219943.0
1978-05-13,51,"Robert Palmer","Double Fun",9,236155.222222222
1978-05-13,52,"Electric Light Orchestra","Out Of The Blue",17,250202.705882353
1978-05-13,53,"Dolly Parton","Here You Come Again",10,178703.6
1978-05-13,54,"Andy Gibb","Flowing Rivers",10,230314.2
1978-05-13,55,"Yvonne Elliman","Night Flight",,
1978-05-13,56,"Grover Washington, Jr.","Live At The Bijou",8,569455.875
1978-05-13,57,"Lou Rawls","When You Hear Lou, You've Heard It All",10,225796.666666667
1978-05-13,58,"Ted Nugent","Double Live, Gonzo",11,462268.818181818
1978-05-13,59,"Bee Gees","Here At Last...Bee Gees...Live",18,281001.333333333
1978-05-13,60,"Ralph MacDonald","The Path",,
1978-05-13,61,"England Dan & John Ford Coley","Some Things Don't Come Easy",11,205510.090909091
1978-05-13,62,"REO Speedwagon","You Can Tune A Piano But You Can't Tune A Fish",9,224461.777777778
1978-05-13,63,"Stanley Turrentine","Westside Highway",,
1978-05-13,64,Renaissance,"Song For All Seasons",8,335018.125
1978-05-13,65,"Tuxedo Junction","Tuxedo Junction",11,208694.272727273
1978-05-13,66,"Bob Marley And The Wailers",Kaya,11,228344.727272727
1978-05-13,67,"Waylon & Willie","Waylon + Willie",11,220698.181818182
1978-05-13,68,Soundtrack,"The Rocky Horror Picture Show",16,201972.9375
1978-05-13,69,"Joe Sample","Rainbow Seeker",8,316418.0
1978-05-13,70,"Village People","Village People",6,286110.5
1978-05-13,71,"Roy Ayers Ubiquity","Let's Do It",,
1978-05-13,72,Queen,"News Of The World",16,222138.0
1978-05-13,73,"Frank Zappa","Zappa In New York",15,447057.4
1978-05-13,74,Soundtrack,"Thank God It's Friday",,
1978-05-13,75,"T.H.P. Orchestra","Two Hot For Love",,
1978-05-13,76,"Hubert Laws","Say It With Silence",5,399045.2
1978-05-13,77,"Kenny Rogers","Ten Years Of Gold",10,207223.6
1978-05-13,78,Stargard,Stargard,10,252991.5
1978-05-13,79,Cameo,"We All Know Who We Are",7,318527.285714286
1978-05-13,80,Chic,Chic,40,272391.575
1978-05-13,81,"Linda Ronstadt","Simple Dreams",10,198135.6
1978-05-13,82,"The Rutles","The Rutles",20,147284.55
1978-05-13,83,"Maze Featuring Frankie Beverly","Golden Time Of Day",7,348787.285714286
1978-05-13,84,"Todd Rundgren","Hermit Of Mink Hollow",12,185213.0
1978-05-13,85,"Chick Corea","Mad Hatter",9,333441.222222222
1978-05-13,86,Charlie,Lines,12,222009.25
1978-05-13,87,"Stanley Clarke","Modern Man",12,193784.25
1978-05-13,88,Fotomaker,Fotomaker,10,225307.5
1978-05-13,89,"Lou Reed","Street Hassle",8,321179.625
1978-05-13,90,"Samantha Sang",Emotion,10,221710.4
1978-05-13,91,"Shaun Cassidy","Shaun Cassidy",10,181727.2
1978-05-13,92,"Alec R. Costandinos And The Synconic Orchestra","Romeo + Juliet",,
1978-05-13,93,"Herb Alpert And Hugh Masekela","Herb Albert + Hugh Masak",,
1978-05-13,94,"Al Di Meola Project",Casino,,
1978-05-13,95,"Barry Manilow","Barry Manilow Live",23,269442.47826087
1978-05-13,96,"Hot Tuna","Double Dose",15,325481.533333333
1978-05-13,97,"Donna Summer","Once Upon A Time",16,256053.625
1978-05-13,98,"Leif Garrett","Leif Garrett",12,193593.0
1978-05-13,99,"Tower Of Power","We Came To Play",9,238916.777777778
1978-05-13,100,Faze-O,"Riding High",7,274148.428571429
1978-05-13,101,Voyage,Voyage,12,223758.25
1978-05-13,102,"Michael Franks","Burchfield Nines",8,282132.875
1978-05-13,103,"Linda Ronstadt","Greatest Hits",17,195693.294117647
1978-05-13,104,"Jay Ferguson","Thunder Island",10,240861.1
1978-05-13,105,"John Denver","I Want To Live",11,235995.909090909
1978-05-13,106,"Shaun Cassidy","Born Late",10,192200.9
1978-05-13,107,"Head East","Head East",9,290040.111111111
1978-05-13,108,"Lynyrd Skynyrd","Street Survivors",23,260330.043478261
1978-05-13,109,"The Marshall Tucker Band","Together - Forever",8,326658.0
1978-05-13,110,KISS,"Alive Ii",20,223676.55
1978-05-13,111,Player,Player,1,249608.0
1978-05-13,112,"Garland Jeffreys","One Eyed Jack",10,235710.3
1978-05-13,113,"Emmylou Harris","Quarter Moon In A Ten Cent Town",12,213896.333333333
1978-05-13,114,"Aretha Franklin","Almighty Fire",,
1978-05-13,115,"Bunny Sigler","Let Me Party With You",7,513683.285714286
1978-05-13,116,"Gordon Lightfoot","Endless Wire",10,231317.1
1978-05-13,117,Enchantment,"Once Upon A Dream",11,253853.181818182
1978-05-13,118,Heatwave,"Too Hot To Handle",9,257460.444444444
1978-05-13,119,"Johnny Paycheck","Take This Job And Shove It",10,171726.9
1978-05-13,120,"Lonnie Liston Smith",Loveland,8,277390.375
1978-05-13,121,"The Climax Blues Band","Shine On",,
1978-05-13,122,"Ashford & Simpson","Send It",8,272839.5
1978-05-13,123,"Elvis Costello","My Aim Is True",13,173642.769230769
